Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
"Site à éviter , car trop de commandes sont annulées et livrées très en retard !",2,2020-11-11 00:00:00+00:00,DRICI,"Bonjour , Je suis sincèrement désolé de lire cela.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre un de vos numéros de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"site à éviter , car trop de commandes sont annulées et livrées très en retard !",902,0,1,0
"SCANDALEUX ! Le lendemain d'une commande je reçois un mail comme quoi celle ci est annulée sans aucune explication . J'essaye de me connecter sur mon compte et là impossible ! Apparemment mon identifiant n'existe plus ! Le service client ne répond pas aux relances ! Je n'ai jamais vu ça sur un site de e-commerceEdit suite à votre demande de contact : il s'agit de la commande 213495258 , la seule différence avec mes commandes précédentes est que j'avais utilisé une adresse `` colis expat '' qui est indiqué comme étant votre partenaire !",1,2020-12-13 00:00:00+00:00,Sam Sam,"Bonjour , Je suis sincèrement désolé d'apprendre l'annulation de votre commande.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre vos coordonnées svp.Ayoub",TrustPilot,ShowRoom,,,,,"scandaleux ! le lendemain d'une commande je reçois un mail comme quoi celle ci est annulée sans aucune explication . j'essaye de me connecter sur mon compte et là impossible ! apparemment mon identifiant n'existe plus ! le service client ne répond pas aux relances ! je n'ai jamais vu ça sur un site de e-commerceedit suite à votre demande de contact : il s'agit de la commande 213495258 , la seule différence avec mes commandes précédentes est que j'avais utilisé une adresse `` colis expat '' qui est indiqué comme étant votre partenaire !",903,0,1,1
"Ma fille habitant l'étranger m ' a donné leur site car elle , elle commande chez eux et n ' a jamais eu de problème.J'ai trouvé trois pulls pour offrir à une autre de mes enfants . Je les commande et oh suprise , quand je vais les chercher au coli relais , là ils se rendent compte tout comme moi que le paquet est vide , plat comme une crèpe . Ni une ni deux le 3 novembre je les appelle . Là celui que j'ai eu semble s'apercevoir qu'il y a un souci . Il contacte je ne sais qui puis revient vers moi pour me dire qu'une fois que la pochette vide sera revenue , ils m'enverront le colis avec les trois pulls . Théoriquement je dois les recevoir le 18/19 novembre 2020 . Si je n'ai rien à cette date , je contacte la Répression des Fraudes.Commande 212535953Cordialement .",1,2020-11-11 00:00:00+00:00,Madeleine,"Bonjour , Je suis sincèrement navré d'apprendre que vous n'ayez pas reçu vos articles dans le colis de votre commande.Après vérification , je constate que votre réclamation a été traitée et clôturée par nos services 20/11/20 . N'hésitez pas à nous contacter en privé pour tout complément d'information . Ayoub",TrustPilot,ShowRoom,,,,,"ma fille habitant l'étranger m ' a donné leur site car elle , elle commande chez eux et n ' a jamais eu de problème.j'ai trouvé trois pulls pour offrir à une autre de mes enfants . je les commande et oh suprise , quand je vais les chercher au coli relais , là ils se rendent compte tout comme moi que le paquet est vide , plat comme une crèpe . ni une ni deux le 3 novembre je les appelle . là celui que j'ai eu semble s'apercevoir qu'il y a un souci . il contacte je ne sais qui puis revient vers moi pour me dire qu'une fois que la pochette vide sera revenue , ils m'enverront le colis avec les trois pulls . théoriquement je dois les recevoir le 18/19 novembre 2020 . si je n'ai rien à cette date , je contacte la répression des fraudes.commande 212535953cordialement .",904,0,1,1
"Je suis très déçue par showroom . J'ai acheté une table basse qui illustrait 3 tables de tailles différentes en style gigogne au prix de 100e quand même pour finalement n'en recevoir qu'une alors comment vous dire une petite table qui n ' a aucun intérêt seule .... Malgré les mails en démontrant que la photo d'illustration de la vente était trompeuse , ils n'ont souhaité me faire aucun geste.Je ne recommande pas ! ! !",2,2020-11-10 00:00:00+00:00,Marie Smaguine,"Bonjour Marie , Je fais suite à votre message au sujet de la table basse de votre commande.Après vérification , je contraste que les informations indiquées sur le descriptif de votre article correspondent à une seule table basse.N'hésitez pas à nous contacter en privé pour tout complément d'information . Ayoub",TrustPilot,ShowRoom,,,,,"je suis très déçue par showroom . j'ai acheté une table basse qui illustrait 3 tables de tailles différentes en style gigogne au prix de 100e quand même pour finalement n'en recevoir qu'une alors comment vous dire une petite table qui n ' a aucun intérêt seule .... malgré les mails en démontrant que la photo d'illustration de la vente était trompeuse , ils n'ont souhaité me faire aucun geste.je ne recommande pas ! ! !",905,0,0,1
Incompetents ! ! ! ! Il propose pleins de grandes marques avec plus d'un mois de livraison ... puis on rajoute 6 jours puis 6 jours ... a croire que le livreur vient a pieds ou en poney a 3 pattes ... hallucinant ! ! Meme les sites low cost avec des produits de Chine sont plus rapides !,1,2020-11-10 00:00:00+00:00,Aurelie Barrier,"Bonjour , Je suis sincèrement navré de lire votre ressenti suite aux anomalies de livraison relative à votre commande.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,incompetents ! ! ! ! il propose pleins de grandes marques avec plus d'un mois de livraison ... puis on rajoute 6 jours puis 6 jours ... a croire que le livreur vient a pieds ou en poney a 3 pattes ... hallucinant ! ! meme les sites low cost avec des produits de chine sont plus rapides !,906,1,1,0
"Lorsque vous essayez de renvoyer un article , on vous envoie plusieurs mails avec des questions auxquelles vous avez DÉJÀ répondu ( pourquoi , quel article ) et il m ’ est arrivé d ’ attendre 3 mois pour retourner un article dont je n ’ avais pas eu la livraison complète et en obtenir le remboursement LAMENTABLE SERVICE CLIENT",1,2020-11-10 00:00:00+00:00,sylvie LAMBLIN,"Bonjour , Je suis sincèrement navré d'apprendre que vous n'ayez toujours pas eu de suite au sujet de votre demande de retour.Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions résoudre votre requête.Ayoub",TrustPilot,ShowRoom,,,,,"lorsque vous essayez de renvoyer un article , on vous envoie plusieurs mails avec des questions auxquelles vous avez déjà répondu ( pourquoi , quel article ) et il m ’ est arrivé d ’ attendre 3 mois pour retourner un article dont je n ’ avais pas eu la livraison complète et en obtenir le remboursement lamentable service client",907,0,1,1
"Première commande pour un manteau effectuée sur Showroom en octobre 2020 . Je reçois ma commande dans les délais prévus donc le 24/10 . Une fois reçue , le manteau ne ressemble pas du tout à la photo du site ( couleur de la fourrure , détail de fermeture .. ) . J ’ ai renvoyé le colis le 26/10 , depuis , le statut de la commande sur showroom est sur « retour demandé » . J ’ ai envoyé un mail lundi 2 novembre pour savoir où en était mon remboursement car j ’ ai vu sur mon suivi que le colis était arrivé à destination . Au final ils m ’ ont dit que le colis était en cours de livraison vers leur dépôt . Et depuis toujours aucune nouvelle , le statut sur mon compte toujours inchangé . En 2 semaines , aucun avancement , aucun changement . Heureusement que la commande n ’ était pas pour offrir ...",1,2020-11-09 00:00:00+00:00,Sophie Bcqt,"Bonjour , Je suis sincèrement navré d'apprendre que vous n'ayez toujours pas eu votre remboursement suite au retour effectué . Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"première commande pour un manteau effectuée sur showroom en octobre 2020 . je reçois ma commande dans les délais prévus donc le 24/10 . une fois reçue , le manteau ne ressemble pas du tout à la photo du site ( couleur de la fourrure , détail de fermeture .. ) . j ’ ai renvoyé le colis le 26/10 , depuis , le statut de la commande sur showroom est sur « retour demandé » . j ’ ai envoyé un mail lundi 2 novembre pour savoir où en était mon remboursement car j ’ ai vu sur mon suivi que le colis était arrivé à destination . au final ils m ’ ont dit que le colis était en cours de livraison vers leur dépôt . et depuis toujours aucune nouvelle , le statut sur mon compte toujours inchangé . en 2 semaines , aucun avancement , aucun changement . heureusement que la commande n ’ était pas pour offrir ...",908,1,1,1
Commande passé le 03/10/20 pour une livraison le 09/10/20 à ce jour donc le 09/11/20 toujours commande pas reçu . Après plusieurs appels et relances on dit d ’ attendre . Que des fanfaronnes ! ! ! Pour encaisser ils sont rapide . Vraiment déçus du service en tous pour moi c ’ est fini plus jamais de commande ! ! J ’ attend la fin de la semaine j ’ irais voir mon avocat et 60 millions de consommateurs .,1,2020-11-09 00:00:00+00:00,Hamid Maj,"Bonjour , Je suis sincèrement désolé d'apprendre que votre commande rencontre des difficultés de livraison.Après vérification , le transporteur nous informe avoir constaté des soucis de prise en charge de votre colis et nous confirme l'acheminement de votre colis en date du 09/11/20.Celui-ci vous parviendra dans le plus bref délai.Ayoub",TrustPilot,ShowRoom,,,,,commande passé le 03/10/20 pour une livraison le 09/10/20 à ce jour donc le 09/11/20 toujours commande pas reçu . après plusieurs appels et relances on dit d ’ attendre . que des fanfaronnes ! ! ! pour encaisser ils sont rapide . vraiment déçus du service en tous pour moi c ’ est fini plus jamais de commande ! ! j ’ attend la fin de la semaine j ’ irais voir mon avocat et 60 millions de consommateurs .,910,0,1,1
Complètement malhonnête .... Ne livre pas la bonne commande ... Renâcle au remboursement C ’ est la DERNIÈRE FOIS QUE JE COMMANDE CHEZ EUX,1,2020-11-09 00:00:00+00:00,Antoine,"Bonjour , Je suis sincèrement navré d'apprendre que vous ayez reçu votre commande non conformeAprès vérification , je constate que votre réclamation a été traitée par nos services en date du 10/11/20 .. N'hésitez pas à nous contacter en privé pour tout complément d'information . Ayoub",TrustPilot,ShowRoom,,,,,complètement malhonnête .... ne livre pas la bonne commande ... renâcle au remboursement c ’ est la dernière fois que je commande chez eux,911,0,0,1
"ce n'est pas la première fois que je suis déçue mais la c'est trop , les 2 produits ne sont pas conformes , ni dans la couleur , ni dans la qualité avec 7 , 50 de frais d'envoi ( sans d'autres choix.Les photos ne sont casi jamais conformes aux produits c'est inadmissible ,",1,2020-11-09 00:00:00+00:00,badra hamidat,"Bonjour , Je suis sincèrement navré d'apprendre que vous ayez reçu un article non conforme dans votre commande.Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions résoudre votre problème . Ayoub",TrustPilot,ShowRoom,,,,,"ce n'est pas la première fois que je suis déçue mais la c'est trop , les 2 produits ne sont pas conformes , ni dans la couleur , ni dans la qualité avec 7 , 50 de frais d'envoi ( sans d'autres choix.les photos ne sont casi jamais conformes aux produits c'est inadmissible ,",912,1,0,0
"Très mécontente de ce site et du service après vente . j'ai commandé il y a quelques mois sur une vente , un coupon pour un site internet d'impressions photos . Je venais de donner naissance et c'était en prévision dans plusieurs mois . Il s'est avéré que le coupon n'était valable que quelques mois ( écrit en petit quelque part ) et qu'aucun mail pour rappel d'expiration n ' a été envoyé . Au final , je me retrouve a avoir payé plus de 60€ pour ... rien . Le service client m ' a dit en gros `` Je comprends mais tant pis pour vous '' . Aucune proposition de geste commercial.Vraiment je ne recommande pas car en cas de problème , ils ne cherchent pas à trouver de solutions.J ’ ai demandé au bout de 3 échange un geste commercial et on m ’ a proposé de passer une commande et de e rembourser les frais de port ... Une commande donc sur une autre vente dont je n ’ ai pas besoin , de me rembourser des frais de port ... Si ça n ’ est pas se moquer de moi ça .",1,2020-11-09 00:00:00+00:00,Mapami,"Bonjour , Je suis sincèrement navré de lire votre ressenti quant à l'utilisation de vos codes coupons expirés en 09/20 .Après vérification , je constate qu'une proposition de geste commercial vous a été faite par nos services en date 08/11 afin de faire suite à votre demande.N'hésitez pas à nous contacter en privé pour tout complément d'informationAyoub",TrustPilot,ShowRoom,,,,,"très mécontente de ce site et du service après vente . j'ai commandé il y a quelques mois sur une vente , un coupon pour un site internet d'impressions photos . je venais de donner naissance et c'était en prévision dans plusieurs mois . il s'est avéré que le coupon n'était valable que quelques mois ( écrit en petit quelque part ) et qu'aucun mail pour rappel d'expiration n ' a été envoyé . au final , je me retrouve a avoir payé plus de 60€ pour ... rien . le service client m ' a dit en gros `` je comprends mais tant pis pour vous '' . aucune proposition de geste commercial.vraiment je ne recommande pas car en cas de problème , ils ne cherchent pas à trouver de solutions.j ’ ai demandé au bout de 3 échange un geste commercial et on m ’ a proposé de passer une commande et de e rembourser les frais de port ... une commande donc sur une autre vente dont je n ’ ai pas besoin , de me rembourser des frais de port ... si ça n ’ est pas se moquer de moi ça .",914,0,0,1
erreur de leur part dans la livraison : ai dû rappeler n fois avant d'obtenir l'étiquette préaffranchie . Ont même essayé de me persuader de garder l'article reçu qui n'était ni à mon goût ni à ma taille : limite escroquerie .,1,2020-11-07 00:00:00+00:00,Dominique,"Bonjour , Je suis sincèrement navré d'apprendre que n'ayez pas reçu votre étiquette de retour.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,erreur de leur part dans la livraison : ai dû rappeler n fois avant d'obtenir l'étiquette préaffranchie . ont même essayé de me persuader de garder l'article reçu qui n'était ni à mon goût ni à ma taille : limite escroquerie .,916,0,1,0
"Honteux ! Mon abonnement infinity devait prendre fin le 3 novembre 2020 , j ’ envoie un mail via leur site pour de ne pas reconduire mon abonnement à l ’ issu du contrat . Aucune nouvelle de leur part à part l ’ accusé de réception de mon mail . 1 semaine après je leur renvoie un 2e mail pour la même demande et toujours aucune réponse de showroom.Je découvre aujourd ’ hui que mon abonnement infinity a été reconduit malgré les 2 mails de demande de résiliation.J ’ appelle showroomprive qui non seulement ne s ’ excuse pas d ’ avoir ignorer mes demandes mais en plus m ’ annonce qu ’ il ne me rembourserait pas . Leur service client m ’ annonce que j ’ aurais dû les appeler ! ! ! C ’ est scandaleux , les mails sont des preuves matériels ! ! ! Je suis outrée par leur attitude ! Je ne suis pas à 20€ près mais je trouve leur service déplorablement malhonnête ! Il y a beaucoup de sites de vente en ligne beaucoup plus honnêtes que showroomprive ! ! ! Fuyez mesdames , fuyez fuyez !",1,2020-11-07 00:00:00+00:00,Fanioche,"Bonjour , Je suis sincèrement navré d'apprendre que vos n'ayez pas eu de réponse suite à la demande de résiliation de votre abonnement Infinity.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre adresse email svp.Ayoub",TrustPilot,ShowRoom,,,,,"honteux ! mon abonnement infinity devait prendre fin le 3 novembre 2020 , j ’ envoie un mail via leur site pour de ne pas reconduire mon abonnement à l ’ issu du contrat . aucune nouvelle de leur part à part l ’ accusé de réception de mon mail . 1 semaine après je leur renvoie un 2e mail pour la même demande et toujours aucune réponse de showroom.je découvre aujourd ’ hui que mon abonnement infinity a été reconduit malgré les 2 mails de demande de résiliation.j ’ appelle showroomprive qui non seulement ne s ’ excuse pas d ’ avoir ignorer mes demandes mais en plus m ’ annonce qu ’ il ne me rembourserait pas . leur service client m ’ annonce que j ’ aurais dû les appeler ! ! ! c ’ est scandaleux , les mails sont des preuves matériels ! ! ! je suis outrée par leur attitude ! je ne suis pas à 20€ près mais je trouve leur service déplorablement malhonnête ! il y a beaucoup de sites de vente en ligne beaucoup plus honnêtes que showroomprive ! ! ! fuyez mesdames , fuyez fuyez !",917,0,0,1
"Toujours très satisfaite de showroomprive.com.Délais de livraison toujours respectés , service client hyper disponible et pendant le 1er confinement j'ai été averti que le délai serait rallongé sans même prendre contact avec le SAV , ils ont pris les devants et ont tenus leur engagement ce qui n'est jamais le cas de certains de leurs concurents comme Veepee qui eux ont ont mis 6 mois à me livrer une machine à coudre que j'avais payé une fortune . Vraiment je ne peux que recommandé showroom privé .",5,2020-11-06 00:00:00+00:00,Cassy Is,"Bonjour , Merci pour votre gentil message , nous sommes heureux de vous compter parmi nos clients . Ayoub",TrustPilot,ShowRoom,,,,,"toujours très satisfaite de showroomprive.com.délais de livraison toujours respectés , service client hyper disponible et pendant le 1er confinement j'ai été averti que le délai serait rallongé sans même prendre contact avec le sav , ils ont pris les devants et ont tenus leur engagement ce qui n'est jamais le cas de certains de leurs concurents comme veepee qui eux ont ont mis 6 mois à me livrer une machine à coudre que j'avais payé une fortune . vraiment je ne peux que recommandé showroom privé .",918,0,1,1
"ARNAQUE ! ! ! Ne commandez jamais sur showroomprivé ! ! Ce sont des arnaqueurs ! Pour la première fois que je commandais chez eux , j'ai commandé une parure de lit comportant une housse de couette en 240x220 et 2 taies d'oreiller . Évidemment , avant de la mettre dans mon lit , je la lave . Mais quelle fut ma surprise quand j'ai voulu mettre ma couette dans la housse ! ça ne rentrait pas ! j'ai donc mesuré la housse et c'est là que je me suis aperçue qu'en fait on m'avait envoyé une housse de couette d'une taille de 200x200 ! Je l'ai donc retournée et j'ai même envoyé un mail pour expliquer que la taille de la housse ne correspondait pas à la taille que j'avais commandée . Mais le service client refuse de me rembourser , car je l'ai lavée et me renvoie l'article sans autre explication ! Non seulement j'ai perdu 30€ , mais je me retrouve avec une parure de lit que je ne peux pas utiliser ! J'ai appelé le service client , mais rien à faire , c'est un total refus de me rembourser ! Je suis tombée sur `` une imbécile '' ( et je suis polie ) qui n ' a pas arrêté de me répéter , pour seule réponse : Il ne fallait pas la laver ! J'ai eu beau répéter que l'erreur venait de chez eux , elle n ' a rien voulu savoir . Je trouve ça inadmissible ! Surtout ne commandez jamais chez ces arnaqueurs !",1,2020-11-06 00:00:00+00:00,GAUGUET Corinne,"Bonjour Corinne , Je suis sincèrement navré de lire votre ressenti suite au refus de retour de votre commande.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête.Ayoub",TrustPilot,ShowRoom,,,,,"arnaque ! ! ! ne commandez jamais sur showroomprivé ! ! ce sont des arnaqueurs ! pour la première fois que je commandais chez eux , j'ai commandé une parure de lit comportant une housse de couette en 240x220 et 2 taies d'oreiller . évidemment , avant de la mettre dans mon lit , je la lave . mais quelle fut ma surprise quand j'ai voulu mettre ma couette dans la housse ! ça ne rentrait pas ! j'ai donc mesuré la housse et c'est là que je me suis aperçue qu'en fait on m'avait envoyé une housse de couette d'une taille de 200x200 ! je l'ai donc retournée et j'ai même envoyé un mail pour expliquer que la taille de la housse ne correspondait pas à la taille que j'avais commandée . mais le service client refuse de me rembourser , car je l'ai lavée et me renvoie l'article sans autre explication ! non seulement j'ai perdu 30€ , mais je me retrouve avec une parure de lit que je ne peux pas utiliser ! j'ai appelé le service client , mais rien à faire , c'est un total refus de me rembourser ! je suis tombée sur `` une imbécile '' ( et je suis polie ) qui n ' a pas arrêté de me répéter , pour seule réponse : il ne fallait pas la laver ! j'ai eu beau répéter que l'erreur venait de chez eux , elle n ' a rien voulu savoir . je trouve ça inadmissible ! surtout ne commandez jamais chez ces arnaqueurs !",919,1,0,1
"ca fait 6 mois que c'est devenu du n'importe quoi showroom : une livraison sur 3 pose pbms : un article manquant ou un article qui est différent de la photo lors de l'achat . Quand on veut restituer l'article `` différent '' il faut payer de nous même les frais d'envoi , mais le pire est ma dernière expérience , ça fait 3 semaines j'ai reçu un colis avec un article manquant ( à 59EUROS ) et j'attends toujours le remboursement , j'ai appelé 5 ou 6 fois c'est toujours la meme histoire : ça va arriver on a du retard ! ! ! un conseil : évitez les gros achats vous serez pas remboursé si soucicomme quoi ça les fait bouger de s'exprimer sur les reseaux et donner son avis , à peine publié ils enclenchent le rbrsement alors que ça faisait 3 semaines que je les harcelais au tel",1,2020-11-13 00:00:00+00:00,emy miranda,"Bonjour , Je suis sincèrement navré de lire cela . Après vérification , je constate que votre réclamation a été traitée et clôturée par nos services en date du 06/11/20 . N'hésitez pas à nous contacter en privé pour tout complément d'information . Ayoub",TrustPilot,ShowRoom,,,,,"ca fait 6 mois que c'est devenu du n'importe quoi showroom : une livraison sur 3 pose pbms : un article manquant ou un article qui est différent de la photo lors de l'achat . quand on veut restituer l'article `` différent '' il faut payer de nous même les frais d'envoi , mais le pire est ma dernière expérience , ça fait 3 semaines j'ai reçu un colis avec un article manquant ( à 59euros ) et j'attends toujours le remboursement , j'ai appelé 5 ou 6 fois c'est toujours la meme histoire : ça va arriver on a du retard ! ! ! un conseil : évitez les gros achats vous serez pas remboursé si soucicomme quoi ça les fait bouger de s'exprimer sur les reseaux et donner son avis , à peine publié ils enclenchent le rbrsement alors que ça faisait 3 semaines que je les harcelais au tel",920,0,1,1
"Je n'avais jusqu ' à présent jamais commandé sur ce site , j'aurais mieux fait de m'abstenir.Vente de chaussures Goby qui semblaient plutôt sympathiques , je décide donc d'acheter une paire , n'arrivant pas à choisir , mon copain me propose de m'en offrir une également.Déjà , en tant que nouvelle cliente , j'étais sensée recevoir un bon d'achat de 10 ou 12€ pour toute première commande qui devait être crédité directement sur mon compte , je ne l'ai jamais reçu , après avoir contacté le service client , ils me répondent que c'est uniquement pour les clients de Belgique .... faux , car une amie qui vient tout juste de créer son compte en même temps que moi a bien reçu son bon d'achat à activer par email , elle habite en France et utilise aussi le site français.Soit , marre de me battre et d'attendre car la vente va se terminer , les deux achats sont donc effectués , un sur mon compte , le second avec le compte de mon copain.Les deux commandes sont en préparation et seront livrés le 7 Novembre , jusque là , tout va bien.Quelques jours plus tard , impossible d'accéder à mon compte , je reçois un email m'indiquant que ma commande est annulée sans véritable raison et qu'elle sera remboursée , remboursement qui est à suivre sur le site .... auquel je n'ai plus accès.Je contacte le service client par téléphone qui m'indique que le paiement a été effectué avec une `` carte frauduleuse '' et que la vente a été bloquée pour ces raisons.Ma carte n'est pas frauduleuse , mon compte en banque est bien alimenté et pour preuve , la somme s'est prélevée sans aucun problème.On me dit que l'information est remontée et que je serais recontactée sous 5 jours pour que mon compte soit débloqué.Pour mes chaussures ? `` Tant pis pour moi '' , malgré le fait que ce soit une erreur de leur part , la vente est finie , il faudra attendre la suivante s'il y en a à nouveau une .. Génial.Plus de deux semaines plus tard , mon compte est toujours inaccessible et je n'ai eut aucun retour concernant ce soit disant problème de carte frauduleuse.Puis vient le deuxième problème , je reçois en avance la paire de chaussures commandée via le compte de mon compagnon.Horrible . Un produit qui n ' a absolument rien à voir avec les photos , lacets marrons au lieu de moutarde , motifs étirés et mal appliqué sur toute la chaussure et couleur totalement délavée qui tend vers le gris au lieu de couleurs vives , article défectueux , contrefaçon , aucune idée mais elles ne valent absolument pas 60€ , 25€ à tout casser si on est pas très regardant.Je recontacte le service client .. encore une fois , qui me demande des photos pour preuve et qui me proposera une solution après réception , soit un retour du produit avec remboursement , ce qui ne m'arrange pas forcément avec cette période de confinement et certains points relais qui n'acceptent pas les retours de produits , soit un remboursement partiel et je garde les chaussures soit un geste commercial de showroom privé.La réponse est tombée aujourd'hui on me demande soit de renvoyer le produit , comme dit précédemment , choix très compliqué , soit de le garder et d'accepter un bon d'achat de 10€ à utiliser dans les 3 mois .... UN BON D'ACHAT DE 10€ POUR UN ACHAT DEFECTUEUX A 60€ AVEC OBLIGAITON DE RACHAT SUR UN SITE MALHONNETE DANS LES 3 PROCHAINS MOIS.On se moque de qui ? Et au vu des commentaires postés ici , j'ai même l'angoisse de renvoyer mon paquet et qu'il `` se perde '' ou `` arrive vide '' , ou je ne sais quel autre mensonge encore et de perdre la totalité de mon argent ..",1,2020-11-05 00:00:00+00:00,M- Eskylax,"Bonjour , Je suis sincèrement désolé de lire cela . Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions résoudre votre requête . Ayoub",TrustPilot,ShowRoom,,,,,"je n'avais jusqu ' à présent jamais commandé sur ce site , j'aurais mieux fait de m'abstenir.vente de chaussures goby qui semblaient plutôt sympathiques , je décide donc d'acheter une paire , n'arrivant pas à choisir , mon copain me propose de m'en offrir une également.déjà , en tant que nouvelle cliente , j'étais sensée recevoir un bon d'achat de 10 ou 12€ pour toute première commande qui devait être crédité directement sur mon compte , je ne l'ai jamais reçu , après avoir contacté le service client , ils me répondent que c'est uniquement pour les clients de belgique .... faux , car une amie qui vient tout juste de créer son compte en même temps que moi a bien reçu son bon d'achat à activer par email , elle habite en france et utilise aussi le site français.soit , marre de me battre et d'attendre car la vente va se terminer , les deux achats sont donc effectués , un sur mon compte , le second avec le compte de mon copain.les deux commandes sont en préparation et seront livrés le 7 novembre , jusque là , tout va bien.quelques jours plus tard , impossible d'accéder à mon compte , je reçois un email m'indiquant que ma commande est annulée sans véritable raison et qu'elle sera remboursée , remboursement qui est à suivre sur le site .... auquel je n'ai plus accès.je contacte le service client par téléphone qui m'indique que le paiement a été effectué avec une `` carte frauduleuse '' et que la vente a été bloquée pour ces raisons.ma carte n'est pas frauduleuse , mon compte en banque est bien alimenté et pour preuve , la somme s'est prélevée sans aucun problème.on me dit que l'information est remontée et que je serais recontactée sous 5 jours pour que mon compte soit débloqué.pour mes chaussures ? `` tant pis pour moi '' , malgré le fait que ce soit une erreur de leur part , la vente est finie , il faudra attendre la suivante s'il y en a à nouveau une .. génial.plus de deux semaines plus tard , mon compte est toujours inaccessible et je n'ai eut aucun retour concernant ce soit disant problème de carte frauduleuse.puis vient le deuxième problème , je reçois en avance la paire de chaussures commandée via le compte de mon compagnon.horrible . un produit qui n ' a absolument rien à voir avec les photos , lacets marrons au lieu de moutarde , motifs étirés et mal appliqué sur toute la chaussure et couleur totalement délavée qui tend vers le gris au lieu de couleurs vives , article défectueux , contrefaçon , aucune idée mais elles ne valent absolument pas 60€ , 25€ à tout casser si on est pas très regardant.je recontacte le service client .. encore une fois , qui me demande des photos pour preuve et qui me proposera une solution après réception , soit un retour du produit avec remboursement , ce qui ne m'arrange pas forcément avec cette période de confinement et certains points relais qui n'acceptent pas les retours de produits , soit un remboursement partiel et je garde les chaussures soit un geste commercial de showroom privé.la réponse est tombée aujourd'hui on me demande soit de renvoyer le produit , comme dit précédemment , choix très compliqué , soit de le garder et d'accepter un bon d'achat de 10€ à utiliser dans les 3 mois .... un bon d'achat de 10€ pour un achat defectueux a 60€ avec obligaiton de rachat sur un site malhonnete dans les 3 prochains mois.on se moque de qui ? et au vu des commentaires postés ici , j'ai même l'angoisse de renvoyer mon paquet et qu'il `` se perde '' ou `` arrive vide '' , ou je ne sais quel autre mensonge encore et de perdre la totalité de mon argent ..",921,1,1,1
"Commande de bottes en cuir effectuée , modèle de mules pailletées reçues . Deux mails de réclamation envoyés + 2 téléconseillers eus en ligne , aucun geste ou action sympathique de la part de Showroom . Ils recommandent seulement le retour pour avoir un remboursement , très pratique en période de confinement COVID ... ATTENTION A CE SITE ! Les erreurs de commandes arrivent très fréquemment , ventes privées sur VEEPEE plus sûres .",1,2020-11-05 00:00:00+00:00,Laure Fauré,"Bonjour , Laure , Je suis sincèrement navré d'apprendre la non-conformité de vos bottes.Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions en discuter.Ayoub",TrustPilot,ShowRoom,,,,,"commande de bottes en cuir effectuée , modèle de mules pailletées reçues . deux mails de réclamation envoyés + 2 téléconseillers eus en ligne , aucun geste ou action sympathique de la part de showroom . ils recommandent seulement le retour pour avoir un remboursement , très pratique en période de confinement covid ... attention a ce site ! les erreurs de commandes arrivent très fréquemment , ventes privées sur veepee plus sûres .",922,0,0,1
"Ayant acheté une montre connectée à 80 € De marques Ribes Orange lorsqu ’ elle est tombée en panne je l ’ ai renvoyé le 21 juillet 2020 , À ce jour toujours pas de remboursement , le service client me balades , malgré mes nombreux appels , Avec des excuses bidons pour éviter d ’ avoir à rembourser cet article qui a quand même coûté 80 € , Surtout n ’ achetez pas sur ce site car ce sont des voleurs , Aucun service client par mail pour s ’ expliquer , à fuir .",1,2020-11-10 00:00:00+00:00,Sébastien Potier,"Bonjour , Je suis sincèrement navré d'apprendre que vous n'ayez toujours pas eu de retour définitif au sujet de votre montre défectueuse.Après vérification , je vous informe que le numéro de commande est incorrect.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"ayant acheté une montre connectée à 80 € de marques ribes orange lorsqu ’ elle est tombée en panne je l ’ ai renvoyé le 21 juillet 2020 , à ce jour toujours pas de remboursement , le service client me balades , malgré mes nombreux appels , avec des excuses bidons pour éviter d ’ avoir à rembourser cet article qui a quand même coûté 80 € , surtout n ’ achetez pas sur ce site car ce sont des voleurs , aucun service client par mail pour s ’ expliquer , à fuir .",923,1,0,1
